"","Var1","Freq"
"1283","HYAL1",4
"1284","IDS",4
"1285","IGFBP6",4
"1286","IGFBP7",4
"1287","IGSF21",4
"1288","IGSF3",4
"1289","IL13RA1",4
"1290","IL18RAP",4
"1291","IL3RA",4
"1292","IL6",4
"1293","IL7",4
"1294","ISM1",4
"1295","IST1",4
"1296","ITGAL",4
"1297","ITGB1BP2",4
"1298","ITM2A",4
"1299","KIF22",4
"1300","KIR2DL3",4
"1301","KLK12",4
"1302","LAIR1",4
"1303","LCN15",4
"1304","LGALS4",4
"1305","LGALS9",4
"1306","LONP1",4
"1307","LRCH4",4
"1308","LRG1",4
"1309","LRRC59",4
"1310","LYSMD3",4
"1311","MANSC4",4
"1312","MAP2K1",4
"1313","MATN3",4
"1314","MCFD2",4
"1315","MECR",4
"1316","MGMT",4
"1317","MINK1",4
"1318","MOCS2",4
"1319","MRPL58",4
"1320","MSRA",4
"1321","MSTN",4
"1322","MTIF3",4
"1323","NAGA",4
"1324","NEXN",4
"1325","NPHS1",4
"1326","NRGN",4
"1327","NT5C",4
"1328","NUB1",4
"1329","NUMB",4
"1330","OGN",4
"1331","ORM1",4
"1332","OXCT1",4
"1333","PAM",4
"1334","PAMR1",4
"1335","PDAP1",4
"1336","PDIA4",4
"1337","PDIA5",4
"1338","PDLIM5",4
"1339","PENK",4
"1340","PFKFB2",4
"1341","PGF",4
"1342","PI3",4
"1343","POF1B",4
"1344","PON1",4
"1345","PON2",4
"1346","PPM1F",4
"1347","PPP1R2",4
"1348","PRAP1",4
"1349","PRKG1",4
"1350","PRKRA",4
"1351","PRL",4
"1352","PROK1",4
"1353","PSIP1",4
"1354","PSRC1",4
"1355","PTS",4
"1356","RABEP1",4
"1357","RBP2",4
"1358","REG4",4
"1359","RELT",4
"1360","REN",4
"1361","RILP",4
"1362","RLN2",4
"1363","RNASE3",4
"1364","RNASE4",4
"1365","RRM2B",4
"1366","S100A4",4
"1367","SCAMP3",4
"1368","SCG2",4
"1369","SDK2",4
"1370","SEC31A",4
"1371","SERPINA6",4
"1372","SERPINA7",4
"1373","SERPINF2",4
"1374","SFRP4",4
"1375","SHISA5",4
"1376","SHMT1",4
"1377","SLC16A1",4
"1378","SLC39A14",4
"1379","SLC9A3R1",4
"1380","SLURP1",4
"1381","SMAD1",4
"1382","SMTN",4
"1383","SNX15",4
"1384","SORCS2",4
"1385","SPRR3",4
"1386","SSNA1",4
"1387","STAU1",4
"1388","SUSD1",4
"1389","SUSD2",4
"1390","TALDO1",4
"1391","TBC1D23",4
"1392","TBCA",4
"1393","TBCB",4
"1394","TDRKH",4
"1395","TF",4
"1396","TGM2",4
"1397","TMED8",4
"1398","TNFRSF12A",4
"1399","TNIP1",4
"1400","TOR1AIP1",4
"1401","TP53BP1",4
"1402","TP53I3",4
"1403","TPD52L2",4
"1404","TPSD1",4
"1405","TSC22D1",4
"1406","TXNDC5",4
"1407","TYRP1",4
"1408","UPB1",4
"1409","USP8",4
"1410","VASH1",4
"1411","VTA1",4
"1412","WFIKKN2",4
"1413","YAP1",4
"1414","ZFYVE19",4
"1415","AARSD1",3
"1416","ACAA1",3
"1417","ACP6",3
"1418","ACY1",3
"1419","ADA",3
"1420","ADD1",3
"1421","ADGRB3",3
"1422","AFAP1",3
"1423","AFM",3
"1424","AKR1B1",3
"1425","AKT1S1",3
"1426","ALDH1A1",3
"1427","ANXA2",3
"1428","APCS",3
"1429","APOA4",3
"1430","APOBR",3
"1431","APOE",3
"1432","ARHGAP1",3
"1433","ARL2BP",3
"1434","ASRGL1",3
"1435","ATG16L1",3
"1436","ATP5IF1",3
"1437","B2M",3
"1438","BANK1",3
"1439","BCL2L15",3
"1440","BID",3
"1441","BIRC2",3
"1442","BOLA1",3
"1443","BRAP",3
"1444","BTN3A2",3
"1445","C1R",3
"1446","C1S",3
"1447","C7",3
"1448","C8B",3
"1449","C9orf40",3
"1450","CA11",3
"1451","CABP2",3
"1452","CALB1",3
"1453","CAMKK1",3
"1454","CAPG",3
"1455","CBS",3
"1456","CCN3",3
"1457","CDC26",3
"1458","CDC37",3
"1459","CDON",3
"1460","CEACAM20",3
"1461","CETN2",3
"1462","CFD",3
"1463","CFH",3
"1464","CFI",3
"1465","CHCHD10",3
"1466","CHMP1A",3
"1467","CLMP",3
"1468","CLU",3
"1469","CNP",3
"1470","COL15A1",3
"1471","COL24A1",3
"1472","COL6A3",3
"1473","COLEC12",3
"1474","CORO1A",3
"1475","CRIP2",3
"1476","CTF1",3
"1477","CTHRC1",3
"1478","CUZD1",3
"1479","CXCL14",3
"1480","CXCL3",3
"1481","CYB5R2",3
"1482","DBI",3
"1483","DCTN1",3
"1484","DECR1",3
"1485","DFFA",3
"1486","DNAJB14",3
"1487","DNAJB6",3
"1488","DNM1",3
"1489","DNMBP",3
"1490","DNPEP",3
"1491","DOK2",3
"1492","DPY30",3
"1493","DXO",3
"1494","EEF1D",3
"1495","EFCAB14",3
"1496","EGFLAM",3
"1497","EIF2AK3",3
"1498","EPHB6",3
"1499","ERI1",3
"1500","EZR",3
"1501","F9",3
"1502","FAM171B",3
"1503","FAM172A",3
"1504","FAM3C",3
"1505","FLI1",3
"1506","FN1",3
"1507","FOLH1",3
"1508","FST",3
"1509","FURIN",3
"1510","FXYD5",3
"1511","FYB1",3
"1512","GCHFR",3
"1513","GGCT",3
"1514","GIMAP7",3
"1515","GIP",3
"1516","GIT1",3
"1517","GKN1",3
"1518","GMFG",3
"1519","GNAS",3
"1520","GNPDA1",3
"1521","GORASP2",3
"1522","GRAP2",3
"1523","GRPEL1",3
"1524","GTPBP2",3
"1525","HARS1",3
"1526","HBQ1",3
"1527","HLA-DRA",3
"1528","HNRNPUL1",3
"1529","HPGDS",3
"1530","ICOSLG",3
"1531","IFNLR1",3
"1532","IGBP1",3
"1533","IGFBPL1",3
"1534","IL17C",3
"1535","IL17RA",3
"1536","IL22",3
"1537","IL22RA1",3
"1538","IMPG1",3
"1539","KDM3A",3
"1540","KIR2DS4",3
"1541","KLK4",3
"1542","KLK6",3
"1543","KRT19",3
"1544","LAMP2",3
"1545","LATS1",3
"1546","LBP",3
"1547","LDLRAP1",3
"1548","LILRA6",3
"1549","LILRB5",3
"1550","LMNB2",3
"1551","LMOD1",3
"1552","LTB",3
"1553","MAGED1",3
"1554","MAP2K6",3
"1555","MARS1",3
"1556","METAP1D",3
"1557","MGLL",3
"1558","MIF",3
"1559","MINDY1",3
"1560","MMP10",3
"1561","MMP3",3
"1562","MPHOSPH8",3
"1563","MPI",3
"1564","MTHFSD",3
"1565","MUC13",3
"1566","MUC16",3
"1567","MYDGF",3
"1568","NARS1",3
"1569","NBL1",3
"1570","NBN",3
"1571","NFATC3",3
"1572","NFE2",3
"1573","NMI",3
"1574","NOS1",3
"1575","NOS3",3
"1576","NUDT16",3
"1577","NUDT5",3
"1578","OGA",3
"1579","PACS2",3
"1580","PALM",3
"1581","PARK7",3
"1582","PAXX",3
"1583","PCYT2",3
"1584","PDCD5",3
"1585","PDE5A",3
"1586","PDGFRB",3
"1587","PDLIM7",3
"1588","PDZD2",3
"1589","PDZK1",3
"1590","PHACTR2",3
"1591","PKLR",3
"1592","PLA2G4A",3
"1593","PPIB",3
"1594","PPL",3
"1595","PPP1R14A",3
"1596","PRKAR2A",3
"1597","PRRT3",3
"1598","PSMG3",3
"1599","PTGDS",3
"1600","PTPN1",3
"1601","PTPRK",3
"1602","PTRHD1",3
"1603","PVR",3
"1604","PXN",3
"1605","QSOX1",3
"1606","RAB2B",3
"1607","RAP1A",3
"1608","RARRES2",3
"1609","RBM17",3
"1610","REEP4",3
"1611","RGCC",3
"1612","RHOC",3
"1613","RIDA",3
"1614","RILPL2",3
"1615","RNF149",3
"1616","RNF43",3
"1617","ROBO4",3
"1618","RRM2",3
"1619","RWDD1",3
"1620","S100A13",3
"1621","S100A16",3
"1622","S100G",3
"1623","SCN4B",3
"1624","SEPTIN8",3
"1625","SERPINA3",3
"1626","SERPINA9",3
"1627","SESTD1",3
"1628","SF3B4",3
"1629","SH2D1A",3
"1630","SIGLEC5",3
"1631","SKAP2",3
"1632","SLAMF6",3
"1633","SLC27A4",3
"1634","SMAD5",3
"1635","SNX2",3
"1636","SORD",3
"1637","SPINK1",3
"1638","SRPX",3
"1639","STAMBP",3
"1640","STK4",3
"1641","STX7",3
"1642","STX8",3
"1643","STXBP1",3
"1644","SYTL4",3
"1645","TAFA5",3
"1646","TAX1BP1",3
"1647","TDGF1",3
"1648","TDP1",3
"1649","TFF3",3
"1650","TGFA",3
"1651","THTPA",3
"1652","THY1",3
"1653","TIA1",3
"1654","TIMM10",3
"1655","TIMP2",3
"1656","TNF",3
"1657","TNFAIP2",3
"1658","TNFAIP8L2",3
"1659","TNFRSF10B",3
"1660","TP53INP1",3
"1661","TRIM58",3
"1662","TSPAN1",3
"1663","TWF2",3
"1664","TXLNA",3
"1665","UBXN1",3
"1666","USO1",3
"1667","VSIG10",3
"1668","VSTM1",3
"1669","VWC2",3
"1670","WAS",3
"1671","WFDC2",3
"1672","WWP2",3
"1673","YARS1",3
"1674","AAMDC",2
"1675","ABO",2
"1676","ACRV1",2
"1677","ADAMTS16",2
"1678","ADAMTS4",2
"1679","ADAMTSL5",2
"1680","ADM",2
"1681","AGT",2
"1682","AHCY",2
"1683","AHSG",2
"1684","AIF1L",2
"1685","AIFM1",2
"1686","AKT3",2
"1687","AMOTL2",2
"1688","ANXA11",2
"1689","ANXA4",2
"1690","AP2B1",2
"1691","AP3B1",2
"1692","ARFIP1",2
"1693","ARHGAP25",2
"1694","ARHGAP45",2
"1695","ARHGAP5",2
"1696","ARHGEF1",2
"1697","ARHGEF5",2
"1698","ARL13B",2
"1699","ATF2",2
"1700","ATXN3",2
"1701","AXIN1",2
"1702","BACH1",2
"1703","BAG4",2
"1704","BAX",2
"1705","BCL2",2
"1706","BCL2L1",2
"1707","BLVRB",2
"1708","BNIP3L",2
"1709","BOLA2_BOLA2B",2
"1710","C2CD2L",2
"1711","C2orf69",2
"1712","C5",2
"1713","CA13",2
"1714","CACNB1",2
"1715","CAPS",2
"1716","CASC3",2
"1717","CASP1",2
"1718","CASP10",2
"1719","CASP3",2
"1720","CCDC134",2
"1721","CCN5",2
"1722","CD2AP",2
"1723","CD38",2
"1724","CDC42BPB",2
"1725","CDK5RAP3",2
"1726","CEACAM21",2
"1727","CEACAM3",2
"1728","CEBPB",2
"1729","CELSR2",2
"1730","CEMIP2",2
"1731","CEP170",2
"1732","CES2",2
"1733","CFHR2",2
"1734","CGA",2
"1735","CGB3_CGB5_CGB8",2
"1736","CHCHD6",2
"1737","CIT",2
"1738","CLEC12A",2
"1739","CLIP2",2
"1740","CNPY4",2
"1741","COL3A1",2
"1742","COMMD9",2
"1743","COMT",2
"1744","CRTAC1",2
"1745","CSDE1",2
"1746","CSF2RA",2
"1747","CTSH",2
"1748","CWC15",2
"1749","CYTL1",2
"1750","DAB2",2
"1751","DAPK2",2
"1752","DAPP1",2
"1753","DBN1",2
"1754","DCTD",2
"1755","DDHD2",2
"1756","DDI2",2
"1757","DEFB104A_DEFB104B",2
"1758","DGCR6",2
"1759","DIABLO",2
"1760","DLG4",2
"1761","DNAJA4",2
"1762","DNAJB8",2
"1763","DOCK9",2
"1764","DPT",2
"1765","DRG2",2
"1766","DUSP29",2
"1767","DUSP3",2
"1768","DYNC1H1",2
"1769","DYNLT3",2
"1770","ECHS1",2
"1771","EFHD1",2
"1772","EFNB2",2
"1773","EHD3",2
"1774","EIF1AX",2
"1775","EIF2AK2",2
"1776","EIF4G3",2
"1777","ELOA",2
"1778","ENAH",2
"1779","ENO1",2
"1780","ENSA",2
"1781","ENTR1",2
"1782","ERBIN",2
"1783","ESYT2",2
"1784","FABP1",2
"1785","FABP4",2
"1786","FABP5",2
"1787","FGF5",2
"1788","FHIT",2
"1789","FKBPL",2
"1790","FOXJ3",2
"1791","FSTL3",2
"1792","GABARAP",2
"1793","GART",2
"1794","GBP1",2
"1795","GDNF",2
"1796","GET3",2
"1797","GIGYF2",2
"1798","GIPC3",2
"1799","GLOD4",2
"1800","GLRX",2
"1801","GM2A",2
"1802","GMPR",2
"1803","GOT1",2
"1804","GRIK2",2
"1805","GYS1",2
"1806","HADH",2
"1807","HCG22",2
"1808","HDGF",2
"1809","HDGFL2",2
"1810","HMBS",2
"1811","HS1BP3",2
"1812","HS6ST2",2
"1813","HSDL2",2
"1814","ICA1",2
"1815","IDI2",2
"1816","IFNG",2
"1817","IGFBP1",2
"1818","IGFBP4",2
"1819","IGHMBP2",2
"1820","IKZF2",2
"1821","IL11",2
"1822","IL16",2
"1823","IL17D",2
"1824","IL17F",2
"1825","IL1B",2
"1826","IL1RN",2
"1827","IL31RA",2
"1828","IL36G",2
"1829","IMMT",2
"1830","IMPA1",2
"1831","INPP1",2
"1832","INSL3",2
"1833","IPCEF1",2
"1834","IRAG2",2
"1835","ITIH1",2
"1836","ITPA",2
"1837","JPT2",2
"1838","KAZN",2
"1839","KHK",2
"1840","KIR3DL1",2
"1841","KLF4",2
"1842","LACTB2",2
"1843","LGALS1",2
"1844","LHB",2
"1845","LMNB1",2
"1846","LPA",2
"1847","LSM8",2
"1848","LSP1",2
"1849","LXN",2
"1850","LYZL2",2
"1851","MAP1LC3B2",2
"1852","MAPRE3",2
"1853","MAVS",2
"1854","MED18",2
"1855","MEGF11",2
"1856","MESD",2
"1857","MITD1",2
"1858","MOG",2
"1859","MRI1",2
"1860","MYOM2",2
"1861","NAGK",2
"1862","NDUFB7",2
"1863","NEDD4L",2
"1864","NENF",2
"1865","NFKB1",2
"1866","NFKBIE",2
"1867","NGRN",2
"1868","NINJ1",2
"1869","NIT2",2
"1870","NPPB",2
"1871","NPPC",2
"1872","NSFL1C",2
"1873","NUDC",2
"1874","NUDT2",2
"1875","OGFR",2
"1876","OPHN1",2
"1877","OPLAH",2
"1878","OTUD6B",2
"1879","OTUD7B",2
"1880","PAEP",2
"1881","PAFAH1B3",2
"1882","PARP1",2
"1883","PCSK7",2
"1884","PEBP1",2
"1885","PECR",2
"1886","PGR",2
"1887","PHLDB1",2
"1888","PIK3IP1",2
"1889","PIKFYVE",2
"1890","PKN3",2
"1891","PLEKHO1",2
"1892","PLIN3",2
"1893","PLPBP",2
"1894","PLSCR3",2
"1895","PNPT1",2
"1896","PPCDC",2
"1897","PPP1R14D",2
"1898","PPP1R9B",2
"1899","PPP2R5A",2
"1900","PRDX1",2
"1901","PRDX2",2
"1902","PRKAB1",2
"1903","PRTFDC1",2
"1904","PSME1",2
"1905","PSTPIP2",2
"1906","PTPN6",2
"1907","PTPRN2",2
"1908","PTPRR",2
"1909","QDPR",2
"1910","RAB10",2
"1911","RAB11FIP3",2
"1912","RAB44",2
"1913","RABGAP1L",2
"1914","RAD23B",2
"1915","RALY",2
"1916","RANBP1",2
"1917","RBP1",2
"1918","RGS10",2
"1919","RNASE1",2
"1920","RNASEH2A",2
"1921","RP2",2
"1922","RPE",2
"1923","RPL14",2
"1924","RTBDN",2
"1925","RTN4IP1",2
"1926","S100A11",2
"1927","SAA4",2
"1928","SAMD9L",2
"1929","SCRN1",2
"1930","SCT",2
"1931","SDCCAG8",2
"1932","SEL1L",2
"1933","SEPTIN9",2
"1934","SERPINB1",2
"1935","SERPINB6",2
"1936","SERPINB8",2
"1937","SERPINB9",2
"1938","SERPINF1",2
"1939","SEZ6",2
"1940","SH3GLB2",2
"1941","SHD",2
"1942","SLC4A1",2
"1943","SNX5",2
"1944","SNX9",2
"1945","SOD1",2
"1946","SPART",2
"1947","SPTLC1",2
"1948","SRP14",2
"1949","ST13",2
"1950","STAT2",2
"1951","STAT5B",2
"1952","STIP1",2
"1953","STX3",2
"1954","SUSD4",2
"1955","TARBP2",2
"1956","TBC1D5",2
"1957","TCOF1",2
"1958","THSD1",2
"1959","TIGAR",2
"1960","TIGIT",2
"1961","TJAP1",2
"1962","TK1",2
"1963","TLR1",2
"1964","TLR4",2
"1965","TMEM25",2
"1966","TMPRSS11D",2
"1967","TPMT",2
"1968","TRAF3",2
"1969","TRDMT1",2
"1970","TRIM21",2
"1971","TRIM24",2
"1972","TSPYL1",2
"1973","TXNDC9",2
"1974","TYMP",2
"1975","UBAC1",2
"1976","UFD1",2
"1977","UROS",2
"1978","USP25",2
"1979","VAMP5",2
"1980","VASP",2
"1981","VAV3",2
"1982","VCPKMT",2
"1983","VPS28",2
"1984","VPS37A",2
"1985","VPS4B",2
"1986","VPS53",2
"1987","VSTM2L",2
"1988","VTCN1",2
"1989","WARS",2
"1990","WASF1",2
"1991","WASL",2
"1992","WFDC1",2
"1993","WNT9A",2
"1994","XG",2
"1995","XIAP",2
"1996","YES1",2
"1997","YOD1",2
"1998","YTHDF3",2
"1999","YWHAQ",2
"2000","ZBTB17",2
"2001","ZNF830",2
"2002","ZNRF4",2
"2003","ABCA2",1
"2004","ABL1",1
"2005","ACADM",1
"2006","ACOX1",1
"2007","ACP1",1
"2008","ACSL1",1
"2009","ACTA2",1
"2010","ACTN2",1
"2011","ADAM12",1
"2012","ADGRV1",1
"2013","AHNAK",1
"2014","AHNAK2",1
"2015","AIDA",1
"2016","AIF1",1
"2017","AK2",1
"2018","AKR1C4",1
"2019","ALDH3A1",1
"2020","ALDH5A1",1
"2021","AMBN",1
"2022","AMPD3",1
"2023","ANGPTL4",1
"2024","ANK2",1
"2025","ANKRD54",1
"2026","ANXA5",1
"2027","AOC1",1
"2028","AP1G2",1
"2029","AP3S2",1
"2030","APOH",1
"2031","APPL2",1
"2032","ARF6",1
"2033","ART5",1
"2034","ARTN",1
"2035","ATP2B4",1
"2036","ATP6AP2",1
"2037","ATP6V1D",1
"2038","ATP6V1F",1
"2039","ATP6V1G1",1
"2040","ATP6V1G2",1
"2041","ATXN2L",1
"2042","AZI2",1
"2043","BAG6",1
"2044","BAMBI",1
"2045","BCL7B",1
"2046","BCR",1
"2047","BNIP2",1
"2048","BRSK2",1
"2049","BTN1A1",1
"2050","C1GALT1C1",1
"2051","C1QBP",1
"2052","C1QTNF6",1
"2053","C7orf50",1
"2054","CA2",1
"2055","CALB2",1
"2056","CALCB",1
"2057","CAMSAP1",1
"2058","CAPN3",1
"2059","CARHSP1",1
"2060","CASP4",1
"2061","CASP9",1
"2062","CAT",1
"2063","CC2D1A",1
"2064","CCNE1",1
"2065","CCS",1
"2066","CD164L2",1
"2067","CD177",1
"2068","CD82",1
"2069","CDAN1",1
"2070","CDC27",1
"2071","CDH23",1
"2072","CDK1",1
"2073","CDNF",1
"2074","CEBPA",1
"2075","CEND1",1
"2076","CENPF",1
"2077","CEP112",1
"2078","CEP152",1
"2079","CHAC2",1
"2080","CHM",1
"2081","CLASP1",1
"2082","CLEC2L",1
"2083","CLGN",1
"2084","CLIC5",1
"2085","CLNS1A",1
"2086","CLSPN",1
"2087","CLTA",1
"2088","CMIP",1
"2089","CNPY2",1
"2090","CNST",1
"2091","CNTNAP4",1
"2092","CPPED1",1
"2093","CPXM2",1
"2094","CRKL",1
"2095","CRTAP",1
"2096","CRYM",1
"2097","CSNK1D",1
"2098","CSRP3",1
"2099","CSTB",1
"2100","DCC",1
"2101","DCN",1
"2102","DCUN1D1",1
"2103","DDT",1
"2104","DDX58",1
"2105","DEFB103A_DEFB103B",1
"2106","DEFB118",1
"2107","DHRS4L2",1
"2108","DLL4",1
"2109","DNAJA2",1
"2110","DNAJC9",1
"2111","DNPH1",1
"2112","DOC2B",1
"2113","DTNB",1
"2114","DUSP13",1
"2115","ECI2",1
"2116","EDDM3B",1
"2117","EDF1",1
"2118","EDN1",1
"2119","EIF2S2",1
"2120","EIF5",1
"2121","ENOX2",1
"2122","ENPEP",1
"2123","EPHX2",1
"2124","ERC2",1
"2125","ESR1",1
"2126","EVI5",1
"2127","EXOSC10",1
"2128","EXTL1",1
"2129","FAM171A2",1
"2130","FARSA",1
"2131","FBN2",1
"2132","FCER1A",1
"2133","FEN1",1
"2134","FES",1
"2135","FGD3",1
"2136","FGR",1
"2137","FH",1
"2138","FKBP7",1
"2139","FNTA",1
"2140","FOXO3",1
"2141","FRMD7",1
"2142","FUS",1
"2143","FUT1",1
"2144","GAGE2A",1
"2145","GAPDH",1
"2146","GAS2",1
"2147","GASK1A",1
"2148","GBP2",1
"2149","GBP4",1
"2150","GCLM",1
"2151","GDF15",1
"2152","GFER",1
"2153","GIMAP8",1
"2154","GIPC2",1
"2155","GLO1",1
"2156","GLT8D2",1
"2157","GLYR1",1
"2158","GPD1",1
"2159","GPR158",1
"2160","GRK5",1
"2161","GRSF1",1
"2162","GSAP",1
"2163","GSTM4",1
"2164","GSTP1",1
"2165","GSTT2B",1
"2166","GTF2IRD1",1
"2167","GUCY2C",1
"2168","H2AP",1
"2169","HAGH",1
"2170","HDAC8",1
"2171","HDDC2",1
"2172","HEBP1",1
"2173","HIP1R",1
"2174","HNRNPK",1
"2175","HPCAL1",1
"2176","HSPA2",1
"2177","HTRA2",1
"2178","IL10RA",1
"2179","IL12RB2",1
"2180","IL13",1
"2181","IL1A",1
"2182","IL20RA",1
"2183","IL20RB",1
"2184","IL2RG",1
"2185","IL31",1
"2186","IL33",1
"2187","IL34",1
"2188","IL36A",1
"2189","ILKAP",1
"2190","IMPACT",1
"2191","ING1",1
"2192","INPP5D",1
"2193","INPP5J",1
"2194","IQGAP2",1
"2195","IRAK1",1
"2196","IRAK4",1
"2197","ITIH5",1
"2198","ITPRIP",1
"2199","KIAA0319",1
"2200","KIAA2013",1
"2201","KIF1C",1
"2202","KIR3DL2",1
"2203","KLK3",1
"2204","LARP1",1
"2205","LAT2",1
"2206","LEP",1
"2207","LHPP",1
"2208","LPCAT2",1
"2209","LPP",1
"2210","LRIG3",1
"2211","LRRC38",1
"2212","LRRFIP1",1
"2213","LTA4H",1
"2214","LUZP2",1
"2215","LYAR",1
"2216","M6PR",1
"2217","MAD1L1",1
"2218","MANEAL",1
"2219","MAP3K5",1
"2220","MAP4K5",1
"2221","MAPK13",1
"2222","MAPK9",1
"2223","MAPKAPK2",1
"2224","MCEE",1
"2225","MCTS1",1
"2226","MDH1",1
"2227","MDM1",1
"2228","MICALL2",1
"2229","MMP13",1
"2230","MMP15",1
"2231","MMUT",1
"2232","MORF4L2",1
"2233","MPRIP",1
"2234","MTHFD2",1
"2235","MTUS1",1
"2236","MVK",1
"2237","MYCBP2",1
"2238","MYL4",1
"2239","MYL6B",1
"2240","MYLPF",1
"2241","MZT1",1
"2242","NAA10",1
"2243","NAPRT",1
"2244","NCLN",1
"2245","NEB",1
"2246","NECAP2",1
"2247","NECTIN1",1
"2248","NEDD9",1
"2249","NEFL",1
"2250","NEO1",1
"2251","NFATC1",1
"2252","NFX1",1
"2253","NIT1",1
"2254","NMT1",1
"2255","NOS2",1
"2256","NPR1",1
"2257","NRTN",1
"2258","NT5C1A",1
"2259","NTF4",1
"2260","NUBP1",1
"2261","OCLN",1
"2262","ODAM",1
"2263","OMP",1
"2264","OSTN",1
"2265","OTOA",1
"2266","PADI2",1
"2267","PADI4",1
"2268","PAFAH2",1
"2269","PAGR1",1
"2270","PAK4",1
"2271","PALM2",1
"2272","PALM3",1
"2273","PARD3",1
"2274","PBLD",1
"2275","PBXIP1",1
"2276","PCARE",1
"2277","PCBP2",1
"2278","PCNA",1
"2279","PCOLCE",1
"2280","PDIA3",1
"2281","PGLYRP4",1
"2282","PHOSPHO1",1
"2283","PHYKPL",1
"2284","PLIN1",1
"2285","PMM2",1
"2286","POLR2F",1
"2287","PPIF",1
"2288","PPM1B",1
"2289","PPME1",1
"2290","PPP1R12B",1
"2291","PRDX3",1
"2292","PRDX5",1
"2293","PRDX6",1
"2294","PRELP",1
"2295","PROCR",1
"2296","PRUNE2",1
"2297","PSMD9",1
"2298","PSME2",1
"2299","PSMG4",1
"2300","PTGES2",1
"2301","PTH1R",1
"2302","PTK7",1
"2303","PTP4A3",1
"2304","PXDNL",1
"2305","RAB33A",1
"2306","RABEPK",1
"2307","RALB",1
"2308","RAPGEF2",1
"2309","RARRES1",1
"2310","RASSF2",1
"2311","RBFOX3",1
"2312","RBKS",1
"2313","RBPMS",1
"2314","RCC1",1
"2315","RCOR1",1
"2316","REG3G",1
"2317","RELB",1
"2318","RFC4",1
"2319","RGS8",1
"2320","RIPK4",1
"2321","RNASE10",1
"2322","RNF168",1
"2323","RPA2",1
"2324","RRAS",1
"2325","RUVBL1",1
"2326","S100A3",1
"2327","SAT2",1
"2328","SCARB1",1
"2329","SCP2",1
"2330","SCRG1",1
"2331","SCRIB",1
"2332","SELENOP",1
"2333","SEMA6C",1
"2334","SERPINA1",1
"2335","SERPINB5",1
"2336","SETMAR",1
"2337","SFTPA1",1
"2338","SH3BP1",1
"2339","SHH",1
"2340","SHPK",1
"2341","SIRT1",1
"2342","SLA2",1
"2343","SLIRP",1
"2344","SLIT2",1
"2345","SLMAP",1
"2346","SMNDC1",1
"2347","SMPD3",1
"2348","SNCG",1
"2349","SNED1",1
"2350","SNX18",1
"2351","SPACA5_SPACA5B",1
"2352","SPAG1",1
"2353","SPINK6",1
"2354","SPINK8",1
"2355","SPINT3",1
"2356","SPON2",1
"2357","SPRED2",1
"2358","SPRING1",1
"2359","SPRR1B",1
"2360","SRC",1
"2361","SSH3",1
"2362","ST8SIA1",1
"2363","STK24",1
"2364","STX16",1
"2365","STX4",1
"2366","SUGP1",1
"2367","SUGT1",1
"2368","SULT1A1",1
"2369","SUMF1",1
"2370","SV2A",1
"2371","SWAP70",1
"2372","TAB2",1
"2373","TADA3",1
"2374","TBC1D17",1
"2375","TEF",1
"2376","TET2",1
"2377","TEX101",1
"2378","TGFB2",1
"2379","THAP12",1
"2380","THOP1",1
"2381","TIMM8A",1
"2382","TMCO5A",1
"2383","TMEM132A",1
"2384","TNFAIP8",1
"2385","TP53",1
"2386","TPBGL",1
"2387","TPM3",1
"2388","TPPP3",1
"2389","TPR",1
"2390","TRIM25",1
"2391","TRIM40",1
"2392","TRIM5",1
"2393","TSC1",1
"2394","TSPAN15",1
"2395","TSPAN7",1
"2396","TST",1
"2397","TTF2",1
"2398","TTN",1
"2399","TXK",1
"2400","TXN",1
"2401","TXNL1",1
"2402","UBE2Z",1
"2403","UGDH",1
"2404","UNC5D",1
"2405","UNC79",1
"2406","USP28",1
"2407","USP47",1
"2408","VAMP8",1
"2409","VGF",1
"2410","VSIG10L",1
"2411","VWC2L",1
"2412","WASF3",1
"2413","XRCC4",1
"2414","ZBP1",1
